# Logfile created on 2015-04-10 21:45:42 -0700 by logger.rb/41954
1428727543	586751961749327872	ja		0.0000	0.0000	あぉ～ん！あお～ん！
1428727543	586751961736683520	in		0.0000	0.0000	#KakakFathir Pernaah lari keliling lapangan?
 19
1428727543	586751961757691905	ja		0.0000	0.0000	@yzyzyz_0007 

応援されたかったのね…ゆず…
1428727543	586751961766039553	ja		0.0000	0.0000	手があるって...どんな感じなんだ??
1428727543	586751961745096705	es		0.0000	0.0000	Que felicidad😍😍
1428727543	586751961766072321	tl		0.0000	0.0000	Namiss kita twitter!
1428727543	586751961745133572	ja		0.0000	0.0000	あわ・・・・あわわ　あわあわ・・
1428727543	586751961736687616	ja		0.0000	0.0000	めっちゃかっこいいじゃん
1428727543	586751961745113089	tl		0.0000	0.0000	@imdanielpadilla @pepsiphl okay okay  luv u date tayo
1428727543	586751961757679617	und		0.0000	0.0000	#VoteThomasMTV ak
1428727543	586751961753497601	ja		0.0000	0.0000	@ID_kusaine おやすみなさいhさん、ゆっくり寝てくださいね
1428727543	586751961745113090	ja		0.0000	0.0000	着替え中の発育の良すぎる男子女子小学生にっかり青江のスポブラ姿を見て幼心ながらも興奮したい
1428727543	586751961757679616	ja		0.0000	0.0000	RT @23_fusafusa: 噂のIKEAの猫ベッド入手
いいね（≧∇≦） http://t.co/4yGymDt8m4
1428727543	586751961749463040	ru		0.0000	0.0000	Как написать маркетинг кит Маркетинг кит – это продающая презентация вашего ...
1428727543	586751961728360448	ja		0.0000	0.0000	トニかける少年は偉大やったんや…
1428727543	586751961753526272	th		0.0000	0.0000	RT @The_Zucz: ถ้าบอกว่าเพลงนี้ แต่งให้เธอ เธอจะเชื่อไหม #เพลงรักฮุนฮาน http://t.co/wp4Qn92CMr
1428727543	586751961753464833	es		0.0000	0.0000	@GiiseGambero AAAAAAAAAAAAAA. ya sabia que me extrañabas(?
1428727543	586751961749295105	en		0.0000	0.0000	RT @antesydespuesmx: Dwayne Johnson http://t.co/E07glMRdJB
1428727543	586751961732554754	es		0.0000	0.0000	RT @junkcartow: #CumbreDeLasAmericas  #CumbreDeLasAmericas  DDHH  VENEZUELA SOS http://t.co/xZGMYbiZBs
1428727543	586751961749307393	ja		0.0000	0.0000	Charge．シーク！【カイル】
1428727543	586751961761910786	ar		0.0000	0.0000	#Jordan #Bahrain "الأمن القومي الإيراني" تجتمع بعد التحرش بإيرانيين بالسعودية: "الأمن ... http://t.co/55Z52CCWal #Kuwait #البحرين
1428727543	586751961753526273	tl		0.0000	0.0000	@JhannMaxine sana may ganyan uli..
1428727543	586751961745133568	ja		0.0000	0.0000	RT @oggi2010: 能登さん講演会で印象に残った羽生話
1.　上海ワールド後、肌荒れを気にする。(修正を依頼)。
2.　Sportivaはアイドルっぽい写真を採用する傾向　
3.　写真集は羽生自らチョイスする時間なく、お母様にチェックしてもらった。(結果、不採用になった…
1428727543	586751961753460738	pt		0.0000	0.0000	Alô, alô assessora, olha a imagem maravilhosa da sua assessorada https://t.co/niS16mE17M
1428727543	586751961749307392	ja		0.0000	0.0000	あんまり可愛かったもんで最初女の子かと思った。
1428727543	586751961753583616	es	AR	-38.5498	-58.7437	AJJAJAJAJA
1428727543	586751961741074432	en		0.0000	0.0000	@BrunoBernalXXX Beauty &lt;3
1428727543	586751961757691904	en		0.0000	0.0000	RT @disneywords: If at first you don’t succeed, try, try again. –Bernard (The Rescuers)
1428727543	586751961749389312	ja		0.0000	0.0000	RT @3hirayukihime3: 初心者でも最もYouTubeで稼げる最新手法を無料公開！
⇒http://t.co/LoD9ANc3BM
初心者でもコピペ動画で簡単に大きな報酬を発生させる
「第三世代」のYouTubeノウハウを期間限定無料公開中！. http://t.…
1428727543	586751961745063936	pt		0.0000	0.0000	RT @LukasMarqs: Live do @yetzlol rolando aqui em casa! Quero ver geral colando nela! Go go go http://t.co/jPIylMnX0G #RT do ♥
1428727543	586751961732493312	en		0.0000	0.0000	RT @CespedesBBQ: MLB authorized vine of the Gyorko catch https://t.co/CfVD3RC5is
